"Specialty Marker","Specialty Name","Journal Full Name","Query Part"
,"Toxicology","Regulatory toxicology and pharmacology : RTP","Regul Toxicol Pharmacol[JO]"
,"Toxicology","Particle and Fibre Toxicology","Part Fibre Toxicol[JO]"
,"Toxicology","Chemical Research in Toxicology","Chem Res Toxicol[JO]"
,"Toxicology","Mutation Research","Mutat Res[JO]"
,"Toxicology","Carcinogenesis","Carcinogenesis[JO]"
,"Toxicology","NeuroToxicology","Neurotoxicology[JO]"
,"Transplantation","American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons","Am J Transplant[JO]"
,"Transplantation","The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation","J Heart Lung Transplant[JO]"
,"Transplantation","Transplantation","Transplantation[JO]"
,"Transplantation","Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation","Biol Blood Marrow Transplant[JO]"
,"Transplantation","Bone Marrow Transplantation","Bone Marrow Transplant[JO]"
,"Transplantation","Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society","Liver Transpl[JO]"
,"Transplantation","Cell Transplantation","Cell Transplant[JO]"
,"Transplantation","Transplant international : official journal of the European Society for Organ Transplantation","Transpl Int[JO]"
,"Transplantation","Clinical Transplantation","Clin Transplant[JO]"
,"Transplantation","Transplant infectious disease : an official journal of the Transplantation Society","Transpl Infect Dis[JO]"
,"Transplantation","Current Opinion in Organ Transplantation","Curr Opin Organ Transplant[JO]"
,"Transplantation","World Journal of Transplantation","World J Transplant[JO]"
,"Transplantation","Transplantation Proceedings","Transplant Proc[JO]"
,"Transplantation","Xenotransplantation","Xenotransplantation[JO]"
,"Transplantation","Transplantation Reviews","Transplant Rev[JO]"
,"Transplantation","Transplantation Direct","Transplant Direct[JO]"
,"Transplantation","Pediatric Transplantation","Pediatr Transplant[JO]"
,"Transplantation","Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation","Exp Clin Transplant[JO]"
,"Transplantation","Current Transplantation Reports","Curr Transplant Rep[JO]"
,"Transplantation","Annals of Transplantation","Ann Transplant[JO]"
,"Tropical Medicine & Parasitology","PLOS Neglected Tropical Diseases","PLoS Negl Trop Dis[JO]"
,"Tropical Medicine & Parasitology","Parasites & Vectors","Parasit Vectors[JO]"
,"Tropical Medicine & Parasitology","BMJ Global Health","BMJ Glob Health[JO]"
,"Tropical Medicine & Parasitology","Trends in Parasitology","Trends Parasitol[JO]"
,"Tropical Medicine & Parasitology","The American journal of tropical medicine and hygiene","Am J Trop Med Hyg[JO]"
,"Tropical Medicine & Parasitology","Malaria Journal","Malar J[JO]"
,"Tropical Medicine & Parasitology","Travel Medicine and Infectious Disease","Travel Med Infect Dis[JO]"
,"Tropical Medicine & Parasitology","Acta Tropica","Acta Trop[JO]"
,"Tropical Medicine & Parasitology","Journal of Travel Medicine","J Travel Med[JO]"
,"Tropical Medicine & Parasitology","Infectious Diseases of Poverty","Infect Dis Poverty[JO]"
,"Tropical Medicine & Parasitology","Parasitology Research","Parasitol Res[JO]"
,"Tropical Medicine & Parasitology","Parasitology","Parasitology[JO]"
,"Tropical Medicine & Parasitology","Tropical medicine & international health : TM & IH","Trop Med Int Health[JO]"
,"Tropical Medicine & Parasitology","Ticks and Tick-borne Diseases","Ticks Tick Borne Dis[JO]"
,"Tropical Medicine & Parasitology","Veterinary Parasitology","Vet Parasitol[JO]"
,"Tropical Medicine & Parasitology","International Journal for Parasitology","Int J Parasitol[JO]"
,"Tropical Medicine & Parasitology","Journal of Medical Entomology","J Med Entomol[JO]"
,"Tropical Medicine & Parasitology","Memorias do Instituto Oswaldo Cruz","Mem Inst Oswaldo Cruz[JO]"
,"Tropical Medicine & Parasitology","Advances in Parasitology","Adv Parasitol[JO]"
,"Tropical Medicine & Parasitology","Vector borne and zoonotic diseases (Larchmont, N.Y.)","Vector Borne Zoonotic Dis[JO]"
,"Urology & Nephrology","European Urology","Eur Urol[JO]"
,"Urology & Nephrology","Journal of the American Society of Nephrology : JASN","J Am Soc Nephrol[JO]"
,"Urology & Nephrology","Kidney International","Kidney Int[JO]"
,"Urology & Nephrology","Nature Reviews. Nephrology","Nat Rev Nephrol[JO]"
,"Urology & Nephrology","The Journal of Urology","J Urol[JO]"
,"Urology & Nephrology","American journal of kidney diseases : the official journal of the National Kidney Foundation","Am J Kidney Dis[JO]"
,"Urology & Nephrology","Clinical journal of the American Society of Nephrology : CJASN","Clin J Am Soc Nephrol[JO]"
,"Urology & Nephrology","Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association","Nephrol Dial Transplant[JO]"
,"Urology & Nephrology","BJU International","BJU Int[JO]"
,"Urology & Nephrology","Nature Reviews. Urology","Nat Rev Urol[JO]"
,"Urology & Nephrology","BMC Nephrology","BMC Nephrol[JO]"
,"Urology & Nephrology","American journal of physiology. Renal physiology","Am J Physiol Renal Physiol[JO]"
,"Urology & Nephrology","World Journal of Urology","World J Urol[JO]"
,"Urology & Nephrology","Pediatric nephrology (Berlin, Germany)","Pediatr Nephrol[JO]"
,"Urology & Nephrology","Neurourology and Urodynamics","Neurourol Urodyn[JO]"
,"Urology & Nephrology","Clinical Kidney Journal","Clin Kidney J[JO]"
,"Urology & Nephrology","Andrology","Andrology[JO]"
,"Urology & Nephrology","Urology","Urology[JO]"
,"Urology & Nephrology","Journal of Nephrology","J Nephrol[JO]"
,"Urology & Nephrology","American Journal of Nephrology","Am J Nephrol[JO]"
,"Vascular Medicine","Stroke","Stroke[JO]"
,"Vascular Medicine","Journal of the American Heart Association","J Am Heart Assoc[JO]"
,"Vascular Medicine","Hypertension (Dallas, Tex. : 1979)","Hypertension[JO]"
,"Vascular Medicine","Journal of Vascular Surgery","J Vasc Surg[JO]"
,"Vascular Medicine","Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism","J Cereb Blood Flow Metab[JO]"
,"Vascular Medicine","Arteriosclerosis, Thrombosis, and Vascular Biology","Arterioscler Thromb Vasc Biol[JO]"
,"Vascular Medicine","Atherosclerosis","Atherosclerosis[JO]"
,"Vascular Medicine","Cardiovascular Diabetology","Cardiovasc Diabetol[JO]"
,"Vascular Medicine","Journal of NeuroInterventional Surgery","J Neurointerv Surg[JO]"
,"Vascular Medicine","Journal of Hypertension","J Hypertens[JO]"
,"Vascular Medicine","International journal of stroke : official journal of the International Stroke Society","Int J Stroke[JO]"
,"Vascular Medicine","European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery","Eur J Vasc Endovasc Surg[JO]"
,"Vascular Medicine","Journal of Clinical Lipidology","J Clin Lipidol[JO]"
,"Vascular Medicine","Nutrition, metabolism, and cardiovascular diseases : NMCD","Nutr Metab Cardiovasc Dis[JO]"
,"Vascular Medicine","Current Hypertension Reports","Curr Hypertens Rep[JO]"
,"Vascular Medicine","Journal of Atherosclerosis and Thrombosis","J Atheroscler Thromb[JO]"
,"Vascular Medicine","Translational Stroke Research","Transl Stroke Res[JO]"
,"Vascular Medicine","Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association","J Stroke Cerebrovasc Dis[JO]"
,"Vascular Medicine","Journal of vascular surgery. Venous and lymphatic disorders","J Vasc Surg Venous Lymphat Disord[JO]"
,"Vascular Medicine","American Journal of Hypertension","Am J Hypertens[JO]"
,"Veterinary Medicine","Transboundary and Emerging Diseases","Transbound Emerg Dis[JO]"
,"Veterinary Medicine","Veterinary Microbiology","Vet Microbiol[JO]"
,"Veterinary Medicine","Frontiers in Veterinary Science","Front Vet Sci[JO]"
,"Veterinary Medicine","Theriogenology","Theriogenology[JO]"
,"Veterinary Medicine","Journal of Veterinary Internal Medicine","J Vet Intern Med[JO]"
,"Veterinary Medicine","BMC Veterinary Research","BMC Vet Res[JO]"
,"Veterinary Medicine","Ticks and Tick-borne Diseases","Ticks Tick Borne Dis[JO]"
,"Veterinary Medicine","Animals : an open access journal from MDPI","Animals (Basel)[JO]"
,"Veterinary Medicine","Veterinary Parasitology","Vet Parasitol[JO]"
,"Veterinary Medicine","Preventive Veterinary Medicine","Prev Vet Med[JO]"
,"Veterinary Medicine","Research in Veterinary Science","Res Vet Sci[JO]"
,"Veterinary Medicine","Animal nutrition (Zhongguo xu mu shou yi xue hui)","Anim Nutr[JO]"
,"Veterinary Medicine","Veterinary journal (London, England : 1997)","Vet J[JO]"
,"Veterinary Medicine","Asian-Australasian Journal of Animal Sciences","Asian-Australas J Anim Sci[JO]"
,"Veterinary Medicine","Applied Animal Behaviour Science","Appl Anim Behav Sci[JO]"
,"Veterinary Medicine","Veterinary Research","Vet Res[JO]"
,"Veterinary Medicine","Annual Review of Animal Biosciences","Annu Rev Anim Biosci[JO]"
,"Veterinary Medicine","Veterinary World","Vet World[JO]"
,"Veterinary Medicine","The Veterinary Record","Vet Rec[JO]"
,"Veterinary Medicine","Veterinary Pathology","Vet Pathol[JO]"
,"Virology","Journal of Medical Virology","J Med Virol[JO]"
,"Virology","PLOS Pathogens","PLoS Pathog[JO]"
,"Virology","Vaccine","Vaccine[JO]"
,"Virology","Journal of Virology","J Virol[JO]"
,"Virology","Viruses","Viruses[JO]"
,"Virology","Emerging Microbes & Infections","Emerg Microbes Infect[JO]"
,"Virology","Antiviral Research","Antiviral Res[JO]"
,"Virology","Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology","J Clin Virol[JO]"
,"Virology","Human Vaccines & Immunotherapeutics","Hum Vaccin Immunother[JO]"
,"Virology","Transboundary and Emerging Diseases","Transbound Emerg Dis[JO]"
,"Virology","Current Opinion in Virology","Curr Opin Virol[JO]"
,"Virology","Virus Research","Virus Res[JO]"
,"Virology","The Journal of general virology","J Gen Virol[JO]"
,"Virology","Virology","Virology[JO]"
,"Virology","Archives of Virology","Arch Virol[JO]"
,"Virology","Expert Review of Vaccines","Expert Rev Vaccines[JO]"
,"Virology","Current opinion in HIV and AIDS","Curr Opin HIV AIDS[JO]"
,"Virology","Annual Review of Virology","Annu Rev Virol[JO]"
,"Virology","Virology Journal","Virol J[JO]"
,"Virology","Journal of Viral Hepatitis","J Viral Hepat[JO]"
