"Specialty Marker","Specialty Name","Journal Full Name","Query Part"
,"Molecular Biology","Current Opinion in Structural Biology","Curr Opin Struct Biol[JO]"
,"Natural Medicines & Medicinal Plants","Marine Drugs","Mar Drugs[JO]"
,"Natural Medicines & Medicinal Plants","Journal of Ethnopharmacology","J Ethnopharmacol[JO]"
,"Natural Medicines & Medicinal Plants","Natural product reports","Nat Prod Rep[JO]"
,"Natural Medicines & Medicinal Plants","Phytotherapy research : PTR","Phytother Res[JO]"
,"Natural Medicines & Medicinal Plants","Phytomedicine : international journal of phytotherapy and phytopharmacology","Phytomedicine[JO]"
,"Natural Medicines & Medicinal Plants","Pharmaceutical Biology","Pharm Biol[JO]"
,"Natural Medicines & Medicinal Plants","Journal of Natural Products","J Nat Prod[JO]"
,"Natural Medicines & Medicinal Plants","Asian Pacific Journal of Tropical Biomedicine","Asian Pac J Trop Biomed[JO]"
,"Natural Medicines & Medicinal Plants","Natural Product Research","Nat Prod Res[JO]"
,"Natural Medicines & Medicinal Plants","Planta Medica","Planta Med[JO]"
,"Natural Medicines & Medicinal Plants","Fitoterapia","Fitoterapia[JO]"
,"Natural Medicines & Medicinal Plants","Journal of Medicinal Food","J Med Food[JO]"
,"Natural Medicines & Medicinal Plants","Avicenna Journal of Phytomedicine","Avicenna J Phytomed[JO]"
,"Natural Medicines & Medicinal Plants","Chemistry & Biodiversity","Chem Biodivers[JO]"
,"Natural Medicines & Medicinal Plants","Pharmacognosy Magazine","Pharmacogn Mag[JO]"
,"Natural Medicines & Medicinal Plants","Chinese Journal of Natural Medicines","Chin J Nat Med[JO]"
,"Natural Medicines & Medicinal Plants","Revista brasileira de farmacognosia : orgao oficial da Sociedade Brasileira de Farmacognosia","Rev Bras Farmacogn[JO]"
,"Natural Medicines & Medicinal Plants","Journal of Dietary Supplements","J Diet Suppl[JO]"
,"Natural Medicines & Medicinal Plants","Journal of Natural Medicines","J Nat Med[JO]"
,"Neurology","Neuron","Neuron[JO]"
,"Neurology","Nature Neuroscience","Nat Neurosci[JO]"
,"Neurology","The Lancet. Neurology","Lancet Neurol[JO]"
,"Neurology","NeuroImage","Neuroimage[JO]"
,"Neurology","Nature reviews. Neuroscience","Nat Rev Neurosci[JO]"
,"Neurology","Neurology","Neurology[JO]"
,"Neurology","Neuroscience and biobehavioral reviews","Neurosci Biobehav Rev[JO]"
,"Neurology","Brain : a journal of neurology","Brain[JO]"
,"Neurology","The Journal of neuroscience : the official journal of the Society for Neuroscience","J Neurosci[JO]"
,"Neurology","Nature Reviews. Neurology","Nat Rev Neurol[JO]"
,"Neurology","JAMA Neurology","JAMA Neurol[JO]"
,"Neurology","Acta Neuropathologica","Acta Neuropathol[JO]"
,"Neurology","Annals of Neurology","Ann Neurol[JO]"
,"Neurology","Frontiers in Neuroscience","Front Neurosci[JO]"
,"Neurology","Movement disorders : official journal of the Movement Disorder Society","Mov Disord[JO]"
,"Neurology","Cerebral cortex (New York, N.Y. : 1991)","Cereb Cortex[JO]"
,"Neurology","Journal of Alzheimer's disease : JAD","J Alzheimers Dis[JO]"
,"Neurology","Journal of neurology, neurosurgery, and psychiatry","J Neurol Neurosurg Psychiatry[JO]"
,"Neurology","Molecular Neurobiology","Mol Neurobiol[JO]"
,"Neurology","Frontiers in Human Neuroscience","Front Hum Neurosci[JO]"
,"Neurosurgery","Journal of Neurosurgery","J Neurosurg[JO]"
,"Neurosurgery","Neurosurgery","Neurosurgery[JO]"
,"Neurosurgery","World Neurosurgery","World Neurosurg[JO]"
,"Neurosurgery","Journal of Neurosurgery. Spine","J Neurosurg Spine[JO]"
,"Neurosurgery","Neurosurgical Focus","Neurosurg Focus[JO]"
,"Neurosurgery","Acta Neurochirurgica","Acta Neurochir (Wien)[JO]"
,"Neurosurgery","Journal of neurosurgery","J Neurosurg[JO]"
,"Neurosurgery","Neurosurgical Review","Neurosurg Rev[JO]"
,"Neurosurgery","Neurosurgery clinics of North America","Neurosurg Clin N Am[JO]"
,"Neurosurgery","British Journal of Neurosurgery","Br J Neurosurg[JO]"
,"Neurosurgery","Surgical Neurology International","Surg Neurol Int[JO]"
,"Neurosurgery","Neurologia Medico-chirurgica","Neurol Med Chir (Tokyo)[JO]"
,"Neurosurgery","Operative neurosurgery (Hagerstown, Md.)","Oper Neurosurg (Hagerstown)[JO]"
,"Neurosurgery","Journal of Korean Neurosurgical Society","J Korean Neurosurg Soc[JO]"
,"Neurosurgery","Journal of neurological surgery. Part B, Skull base","J Neurol Surg B Skull Base[JO]"
,"Neurosurgery","Stereotactic and Functional Neurosurgery","Stereotact Funct Neurosurg[JO]"
,"Neurosurgery","Journal of Neurosurgical Sciences","J Neurosurg Sci[JO]"
,"Neurosurgery","Acta neurochirurgica. Supplement","Acta Neurochir Suppl[JO]"
,"Neurosurgery","Neurospine","Neurospine[JO]"
,"Neurosurgery","Asian Journal of Neurosurgery","Asian J Neurosurg[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Journal of nuclear medicine : official publication, Society of Nuclear Medicine","J Nucl Med[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","International journal of radiation oncology, biology, physics","Int J Radiat Oncol Biol Phys[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","European Journal of Nuclear Medicine and Molecular Imaging","Eur J Nucl Med Mol Imaging[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology","Radiother Oncol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Medical Physics","Med Phys[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Physics in medicine and biology","Phys Med Biol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","NMR in biomedicine","NMR Biomed[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Radiation oncology (London, England)","Radiat Oncol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Diagnostics (Basel, Switzerland)","Diagnostics (Basel)[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology","J Nucl Cardiol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB)","Phys Med[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Clinical Nuclear Medicine","Clin Nucl Med[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Molecular Imaging and Biology","Mol Imaging Biol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Clinical Oncology","Clin Oncol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Seminars in Nuclear Medicine","Semin Nucl Med[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","EJNMMI Research","EJNMMI Res[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Radiation Research","Radiat Res[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","International Journal of Radiation Biology","Int J Radiat Biol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Practical Radiation Oncology","Pract Radiat Oncol[JO]"
,"Nuclear Medicine, Radiotherapy & Molecular Imaging","Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]","Strahlenther Onkol[JO]"
,"Nursing","International Journal of Nursing Studies","Int J Nurs Stud[JO]"
,"Nursing","Nurse Education Today","Nurse Educ Today[JO]"
,"Nursing","Journal of Clinical Nursing","J Clin Nurs[JO]"
,"Nursing","Journal of Advanced Nursing","J Adv Nurs[JO]"
,"Nursing","Journal of Nursing Management","J Nurs Manag[JO]"
,"Nursing","Nurse Education in Practice","Nurse Educ Pract[JO]"
,"Nursing","Revista Latino-Americana de Enfermagem","Rev Lat Am Enfermagem[JO]"
,"Nursing","Revista Brasileira de Enfermagem","Rev Bras Enferm[JO]"
,"Nursing","Applied nursing research : ANR","Appl Nurs Res[JO]"
,"Nursing","Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing","J Nurs Scholarsh[JO]"
,"Nursing","Nursing Ethics","Nurs Ethics[JO]"
,"Nursing","BMC Nursing","BMC Nurs[JO]"
,"Nursing","Clinical Simulation in Nursing","Clin Simul Nurs[JO]"
,"Nursing","European Journal of Cancer Care","Eur J Cancer Care (Engl)[JO]"
,"Nursing","Journal of Pediatric Nursing","J Pediatr Nurs[JO]"
,"Nursing","Scandinavian Journal of Caring Sciences","Scand J Caring Sci[JO]"
,"Nursing","Revista da Escola de Enfermagem da U S P","Rev Esc Enferm USP[JO]"
,"Nursing","Nursing Outlook","Nurs Outlook[JO]"
,"Nursing","Journal of Wound Care","J Wound Care[JO]"
,"Nursing","International Journal of Mental Health Nursing","Int J Ment Health Nurs[JO]"
,"Nutrition Science","Nutrients","Nutrients[JO]"
,"Nutrition Science","Critical Reviews in Food Science and Nutrition","Crit Rev Food Sci Nutr[JO]"
,"Nutrition Science","The American Journal of Clinical Nutrition","Am J Clin Nutr[JO]"
,"Nutrition Science","Clinical nutrition (Edinburgh, Scotland)","Clin Nutr[JO]"
,"Nutrition Science","Advances in nutrition (Bethesda, Md.)","Adv Nutr[JO]"
,"Nutrition Science","The Journal of Nutrition","J Nutr[JO]"
,"Nutrition Science","European Journal of Nutrition","Eur J Nutr[JO]"
,"Nutrition Science","Molecular Nutrition & Food Research","Mol Nutr Food Res[JO]"
,"Nutrition Science","Nutrition (Burbank, Los Angeles County, Calif.)","Nutrition[JO]"
,"Nutrition Science","Journal of Functional Foods","J Funct Foods[JO]"
,"Nutrition Science","The British journal of nutrition","Br J Nutr[JO]"
,"Nutrition Science","Public Health Nutrition","Public Health Nutr[JO]"
,"Nutrition Science","European Journal of Clinical Nutrition","Eur J Clin Nutr[JO]"
,"Nutrition Science","The Journal of Nutritional Biochemistry","J Nutr Biochem[JO]"
,"Nutrition Science","Journal of the Academy of Nutrition and Dietetics","J Acad Nutr Diet[JO]"
,"Nutrition Science","Nutrition Reviews","Nutr Rev[JO]"
,"Nutrition Science","The Proceedings of the Nutrition Society","Proc Nutr Soc[JO]"
,"Nutrition Science","Maternal & Child Nutrition","Matern Child Nutr[JO]"
,"Nutrition Science","JPEN. Journal of parenteral and enteral nutrition","JPEN J Parenter Enteral Nutr[JO]"
,"Nutrition Science","Frontiers in Nutrition","Front Nutr[JO]"
,"Obesity","Obesity reviews : an official journal of the International Association for the Study of Obesity","Obes Rev[JO]"
,"Obesity","Diabetes, obesity & metabolism","Diabetes Obes Metab[JO]"
,"Obesity","Obesity (Silver Spring, Md.)","Obesity (Silver Spring)[JO]"
,"Obesity","Molecular Metabolism","Mol Metab[JO]"
,"Obesity","International Journal of Obesity","Int J Obes[JO]"
,"Obesity","Obesity Surgery","Obes Surg[JO]"
,"Obesity","Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery","Surg Obes Relat Dis[JO]"
,"Obesity","Current Obesity Reports","Curr Obes Rep[JO]"
,"Obesity","Eating and weight disorders : EWD","Eat Weight Disord[JO]"
,"Obesity","Pediatric Obesity","Pediatr Obes[JO]"
,"Obesity","Current opinion in endocrinology, diabetes, and obesity","Curr Opin Endocrinol Diabetes Obes[JO]"
,"Obesity","Obesity Facts","Obes Facts[JO]"
,"Obesity","Diabetes, metabolic syndrome and obesity : targets and therapy","Diabetes Metab Syndr Obes[JO]"
,"Obesity","Obesity Research & Clinical Practice","Obes Res Clin Pract[JO]"
,"Obesity","Childhood obesity (Print)","Child Obes[JO]"
,"Obesity","Clinical Obesity","Clin Obes[JO]"
,"Obesity","Journal of Obesity","J Obes[JO]"
,"Obesity","Therapeutic Advances in Endocrinology and Metabolism","Ther Adv Endocrinol Metab[JO]"
,"Obesity","BMC Obesity","BMC Obes[JO]"
,"Obesity","Obesity Science & Practice","Obes Sci Pract[JO]"
,"Oncology","Journal of clinical oncology : official journal of the American Society of Clinical Oncology","J Clin Oncol[JO]"
,"Oncology","The Lancet. Oncology","Lancet Oncol[JO]"
,"Oncology","Annals of oncology : official journal of the European Society for Medical Oncology","Ann Oncol[JO]"
,"Oncology","Clinical cancer research : an official journal of the American Association for Cancer Research","Clin Cancer Res[JO]"
,"Oncology","JAMA Oncology","JAMA Oncol[JO]"
,"Oncology","Cancer Cell","Cancer Cell[JO]"
,"Oncology","Nature reviews. Cancer","Nat Rev Cancer[JO]"
,"Oncology","Cancer Research","Cancer Res[JO]"
,"Oncology","Oncotarget","Oncotarget[JO]"
,"Oncology","Cancer Discovery","Cancer Discov[JO]"
,"Oncology","Molecular Cancer","Mol Cancer[JO]"
,"Oncology","Nature reviews. Clinical oncology","Nat Rev Clin Oncol[JO]"
,"Oncology","Oncogene","Oncogene[JO]"
,"Oncology","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","J Thorac Oncol[JO]"
,"Oncology","Cancer Letters","Cancer Lett[JO]"
,"Oncology","European Journal of Cancer","Eur J Cancer[JO]"
,"Oncology","Leukemia","Leukemia[JO]"
,"Oncology","Neuro-Oncology","Neuro Oncol[JO]"
,"Oncology","Journal of the National Cancer Institute","J Natl Cancer Inst[JO]"
,"Oncology","Cancer","Cancer[JO]"
,"Ophthalmology & Optometry","Ophthalmology","Ophthalmology[JO]"
,"Ophthalmology & Optometry","Investigative Ophthalmology & Visual Science","Invest Ophthalmol Vis Sci[JO]"
,"Ophthalmology & Optometry","American Journal of Ophthalmology","Am J Ophthalmol[JO]"
,"Ophthalmology & Optometry","Progress in Retinal and Eye Research","Prog Retin Eye Res[JO]"
,"Ophthalmology & Optometry","JAMA Ophthalmology","JAMA Ophthalmol[JO]"
,"Ophthalmology & Optometry","The British journal of ophthalmology","Br J Ophthalmol[JO]"
,"Ophthalmology & Optometry","Retina (Philadelphia, Pa.)","Retina[JO]"
,"Ophthalmology & Optometry","Eye (London, England)","Eye (Lond)[JO]"
,"Ophthalmology & Optometry","Survey of Ophthalmology","Surv Ophthalmol[JO]"
,"Ophthalmology & Optometry","Clinical ophthalmology (Auckland, N.Z.)","Clin Ophthalmol[JO]"
,"Ophthalmology & Optometry","Acta Ophthalmologica","Acta Ophthalmol (Copenh)[JO]"
,"Ophthalmology & Optometry","The Ocular Surface","Ocul Surf[JO]"
,"Ophthalmology & Optometry","Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie","Graefes Arch Clin Exp Ophthalmol[JO]"
,"Ophthalmology & Optometry","Journal of cataract and refractive surgery","J Cataract Refract Surg[JO]"
,"Ophthalmology & Optometry","Experimental Eye Research","Exp Eye Res[JO]"
,"Ophthalmology & Optometry","Cornea","Cornea[JO]"
,"Ophthalmology & Optometry","Journal of Vision","J Vis[JO]"
,"Ophthalmology & Optometry","Vision Research","Vision Res[JO]"
,"Ophthalmology & Optometry","Journal of Glaucoma","J Glaucoma[JO]"
,"Ophthalmology & Optometry","BMC Ophthalmology","BMC Ophthalmol[JO]"
,"Oral & Maxillofacial Surgery","Clinical Implant Dentistry and Related Research","Clin Implant Dent Relat Res[JO]"
,"Oral & Maxillofacial Surgery","International Journal of Oral and Maxillofacial Surgery","Int J Oral Maxillofac Surg[JO]"
,"Oral & Maxillofacial Surgery","Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons","J Oral Maxillofac Surg[JO]"
,"Oral & Maxillofacial Surgery","Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology","Oral Surg Oral Med Oral Pathol Oral Radiol[JO]"
,"Oral & Maxillofacial Surgery","Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery","J Craniomaxillofac Surg[JO]"
,"Oral & Maxillofacial Surgery","The International journal of oral & maxillofacial implants","Int J Oral Maxillofac Implants[JO]"
,"Oral & Maxillofacial Surgery","Medicina Oral, Patologia Oral y Cirugia Bucal","Med Oral Patol Oral Cir Bucal[JO]"
,"Oral & Maxillofacial Surgery","The British journal of oral & maxillofacial surgery","Br J Oral Maxillofac Surg[JO]"
,"Oral & Maxillofacial Surgery","The Journal of craniofacial surgery","J Craniofac Surg[JO]"
,"Oral & Maxillofacial Surgery","Dento maxillo facial radiology","Dentomaxillofac Radiol[JO]"
,"Oral & Maxillofacial Surgery","Progress in Orthodontics","Prog Orthod[JO]"
,"Oral & Maxillofacial Surgery","Journal of oral and maxillofacial pathology : JOMFP","J Oral Maxillofac Pathol[JO]"
,"Oral & Maxillofacial Surgery","European Journal of Oral Implantology","Eur J Oral Implantol[JO]"
,"Oral & Maxillofacial Surgery","Implant Dentistry","Implant Dent[JO]"
,"Oral & Maxillofacial Surgery","The Cleft palate-craniofacial journal : official publication of the American Cleft Palate-Craniofacial Association","Cleft Palate Craniofac J[JO]"
,"Oral & Maxillofacial Surgery","Journal of Oral Biology and Craniofacial Research","J Oral Biol Craniofac Res[JO]"
,"Oral & Maxillofacial Surgery","Oral and maxillofacial surgery clinics of North America","Oral Maxillofac Surg Clin North Am[JO]"
,"Oral & Maxillofacial Surgery","International Journal of Implant Dentistry","Int J Implant Dent[JO]"
,"Oral & Maxillofacial Surgery","The Journal of oral implantology","J Oral Implantol[JO]"
,"Oral & Maxillofacial Surgery","Cranio : the journal of craniomandibular practice","Cranio[JO]"
,"Orthopedic Medicine & Surgery","The American Journal of Sports Medicine","Am J Sports Med[JO]"
,"Orthopedic Medicine & Surgery","The Journal of Arthroplasty","J Arthroplasty[JO]"
,"Orthopedic Medicine & Surgery","The Journal of bone and joint surgery. American volume","J Bone Joint Surg Am[JO]"
,"Orthopedic Medicine & Surgery","Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA","Knee Surg Sports Traumatol Arthrosc[JO]"
,"Orthopedic Medicine & Surgery","Clinical Orthopaedics and Related Research","Clin Orthop Relat Res[JO]"
,"Orthopedic Medicine & Surgery","The Bone & Joint Journal","Bone Joint J[JO]"
,"Orthopedic Medicine & Surgery","Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association","Arthroscopy[JO]"
,"Orthopedic Medicine & Surgery","Spine","Spine (Phila Pa 1976)[JO]"
,"Orthopedic Medicine & Surgery","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society","Eur Spine J[JO]"
,"Orthopedic Medicine & Surgery","Journal of shoulder and elbow surgery","J Shoulder Elbow Surg[JO]"
,"Orthopedic Medicine & Surgery","BMC Musculoskeletal Disorders","BMC Musculoskelet Disord[JO]"
,"Orthopedic Medicine & Surgery","Injury","Injury[JO]"
,"Orthopedic Medicine & Surgery","The spine journal : official journal of the North American Spine Society","Spine J[JO]"
,"Orthopedic Medicine & Surgery","Orthopaedic Journal of Sports Medicine","Orthop J Sports Med[JO]"
,"Orthopedic Medicine & Surgery","Journal of orthopaedic research : official publication of the Orthopaedic Research Society","J Orthop Res[JO]"
,"Orthopedic Medicine & Surgery","International Orthopaedics","Int Orthop[JO]"
,"Orthopedic Medicine & Surgery","The Journal of the American Academy of Orthopaedic Surgeons","J Am Acad Orthop Surg[JO]"
,"Orthopedic Medicine & Surgery","Sports Health","Sports Health[JO]"
,"Orthopedic Medicine & Surgery","Acta Orthopaedica","Acta Orthop[JO]"
,"Orthopedic Medicine & Surgery","Journal of Orthopaedic Trauma","J Orthop Trauma[JO]"
,"Otolaryngology","Head & Neck","Head Neck[JO]"
,"Otolaryngology","The Laryngoscope","Laryngoscope[JO]"
,"Otolaryngology","Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery","Otolaryngol Head Neck Surg[JO]"
,"Otolaryngology","Hearing Research","Hear Res[JO]"
,"Otolaryngology","JAMA otolaryngology-- head & neck surgery","JAMA Otolaryngol Head Neck Surg[JO]"
,"Otolaryngology","International Forum of Allergy & Rhinology","Int Forum Allergy Rhinol[JO]"
,"Otolaryngology","Ear and Hearing","Ear Hear[JO]"
,"Otolaryngology","European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery","Eur Arch Otorhinolaryngol[JO]"
,"Otolaryngology","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology","Otol Neurotol[JO]"
,"Otolaryngology","International Journal of Pediatric Otorhinolaryngology","Int J Pediatr Otorhinolaryngol[JO]"
,"Otolaryngology","Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery","Clin Otolaryngol[JO]"
,"Otolaryngology","The Journal of laryngology and otology","J Laryngol Otol[JO]"
,"Otolaryngology","Rhinology","Rhinology[JO]"
,"Otolaryngology","Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale","J Otolaryngol Head Neck Surg[JO]"
,"Otolaryngology","American Journal of Rhinology & Allergy","Am J Rhinol Allergy[JO]"
,"Otolaryngology","Otolaryngologic Clinics of North America","Otolaryngol Clin North Am[JO]"
,"Otolaryngology","Auris, nasus, larynx","Auris Nasus Larynx[JO]"
,"Otolaryngology","Brazilian Journal of Otorhinolaryngology","Braz J Otorhinolaryngol[JO]"
,"Otolaryngology","Laryngoscope Investigative Otolaryngology","Laryngoscope Investig Otolaryngol[JO]"
,"Otolaryngology","Acta Oto-Laryngologica","Acta Otolaryngol[JO]"
,"Pain & Pain Management","Pain","Pain[JO]"
,"Pain & Pain Management","The journal of pain","J Pain[JO]"
,"Pain & Pain Management","Journal of Pain and Symptom Management","J Pain Symptom Manage[JO]"
,"Pain & Pain Management","Cephalalgia : an international journal of headache","Cephalalgia[JO]"
,"Pain & Pain Management","Headache","Headache[JO]"
,"Pain & Pain Management","European journal of pain (London, England)","Eur J Pain[JO]"
,"Pain & Pain Management","The journal of headache and pain","J Headache Pain[JO]"
,"Pain & Pain Management","Pain medicine (Malden, Mass.)","Pain Med[JO]"
,"Pain & Pain Management","Pain Physician","Pain Physician[JO]"
,"Pain & Pain Management","Journal of Pain Research","J Pain Res[JO]"
,"Pain & Pain Management","The Clinical Journal of Pain","Clin J Pain[JO]"
,"Pain & Pain Management","Pain practice : the official journal of World Institute of Pain","Pain Pract[JO]"
,"Pain & Pain Management","Current Pain and Headache Reports","Curr Pain Headache Rep[JO]"
,"Pain & Pain Management","Pain research & management","Pain Res Manag[JO]"
,"Pain & Pain Management","Molecular Pain","Mol Pain[JO]"
,"Pain & Pain Management","PAIN Reports","Pain Rep[JO]"
,"Pain & Pain Management","Scandinavian Journal of Pain","Scand J Pain[JO]"
,"Pain & Pain Management","Pain and Therapy","Pain Ther[JO]"
,"Pain & Pain Management","Pain management nursing : official journal of the American Society of Pain Management Nurses","Pain Manag Nurs[JO]"
,"Pain & Pain Management","Pain Management","Pain Manag[JO]"
,"Pathology","Acta Neuropathologica","Acta Neuropathol[JO]"
,"Pathology","The American Journal of Surgical Pathology","Am J Surg Pathol[JO]"
,"Pathology","Modern pathology : an official journal of the United States and Canadian Academy of Pathology, Inc","Mod Pathol[JO]"
,"Pathology","The Journal of pathology","J Pathol[JO]"
,"Pathology","Archives of Pathology & Laboratory Medicine","Arch Pathol Lab Med[JO]"
,"Pathology","Acta Neuropathologica Communications","Acta Neuropathol Commun[JO]"
,"Pathology","The American Journal of Pathology","Am J Pathol[JO]"
,"Pathology","Annual review of pathology","Annu Rev Pathol[JO]"
,"Pathology","Histopathology","Histopathology[JO]"
,"Pathology","Virchows Archiv : an international journal of pathology","Virchows Arch[JO]"
,"Pathology","Brain pathology (Zurich, Switzerland)","Brain Pathol[JO]"
,"Pathology","Human Pathology","Hum Pathol[JO]"
,"Pathology","Laboratory Investigation; a Journal of Technical Methods and Pathology","Lab Invest[JO]"
,"Pathology","Neuropathology and Applied Neurobiology","Neuropathol Appl Neurobiol[JO]"
,"Pathology","Expert Review of Molecular Diagnostics","Expert Rev Mol Diagn[JO]"
,"Pathology","Cancer Cytopathology","Cancer Cytopathol[JO]"
,"Pathology","Journal of Neuropathology and Experimental Neurology","J Neuropathol Exp Neurol[JO]"
,"Pathology","Journal of Clinical Pathology","J Clin Pathol[JO]"
,"Pathology","American Journal of Clinical Pathology","Am J Clin Pathol[JO]"
,"Pathology","Pathology","Pathology[JO]"
,"Pediatric Medicine","Pediatrics","Pediatrics[JO]"
,"Pediatric Medicine","JAMA Pediatrics","JAMA Pediatr[JO]"
,"Pediatric Medicine","The Journal of Pediatrics","J Pediatr[JO]"
,"Pediatric Medicine","Journal of Pediatric Gastroenterology and Nutrition","J Pediatr Gastroenterol Nutr[JO]"
,"Pediatric Medicine","Developmental medicine and child neurology","Dev Med Child Neurol[JO]"
,"Pediatric Medicine","Frontiers in Pediatrics","Front Pediatr[JO]"
,"Pediatric Medicine","Pediatric Research","Pediatr Res[JO]"
,"Pediatric Medicine","Archives of Disease in Childhood","Arch Dis Child[JO]"
,"Pediatric Medicine","Acta Paediatrica","Acta Paediatr[JO]"
,"Pediatric Medicine","Archives of disease in childhood. Fetal and neonatal edition","Arch Dis Child Fetal Neonatal Ed[JO]"
,"Pediatric Medicine","Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies","Pediatr Crit Care Med[JO]"
,"Pediatric Medicine","BMC Pediatrics","BMC Pediatr[JO]"
,"Pediatric Medicine","Pediatric Diabetes","Pediatr Diabetes[JO]"
,"Pediatric Medicine","Pediatric nephrology (Berlin, Germany)","Pediatr Nephrol[JO]"
,"Pediatric Medicine","The Pediatric Infectious Disease Journal","Pediatr Infect Dis J[JO]"
,"Pediatric Medicine","Journal of Inherited Metabolic Disease","J Inherit Metab Dis[JO]"
,"Pediatric Medicine","European Journal of Pediatrics","Eur J Pediatr[JO]"
,"Pediatric Medicine","Journal of perinatology : official journal of the California Perinatal Association","J Perinatol[JO]"
,"Pediatric Medicine","Seminars in fetal & neonatal medicine","Semin Fetal Neonatal Med[JO]"
,"Pediatric Medicine","Journal of Pediatric Surgery","J Pediatr Surg[JO]"
,"Pharmacology & Pharmacy","Nature reviews. Drug discovery","Nat Rev Drug Discov[JO]"
,"Pharmacology & Pharmacy","Advanced Drug Delivery Reviews","Adv Drug Deliv Rev[JO]"
,"Pharmacology & Pharmacy","Journal of controlled release : official journal of the Controlled Release Society","J Control Release[JO]"
,"Pharmacology & Pharmacy","Journal of Medicinal Chemistry","J Med Chem[JO]"
,"Pharmacology & Pharmacy","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology","Neuropsychopharmacology[JO]"
,"Pharmacology & Pharmacy","British Journal of Pharmacology","Br J Pharmacol[JO]"
,"Pharmacology & Pharmacy","Pharmacology & Therapeutics","Pharmacol Ther[JO]"
,"Pharmacology & Pharmacy","Pharmacological Research","Pharmacol Res[JO]"
,"Pharmacology & Pharmacy","International Journal of Pharmaceutics","Int J Pharm[JO]"
,"Pharmacology & Pharmacy","Trends in Pharmacological Sciences","Trends Pharmacol Sci[JO]"
,"Pharmacology & Pharmacy","International Journal of Nanomedicine","Int J Nanomedicine[JO]"
,"Pharmacology & Pharmacy","Neuropharmacology","Neuropharmacology[JO]"
,"Pharmacology & Pharmacy","Drugs","Drugs[JO]"
,"Pharmacology & Pharmacy","Clinical pharmacology and therapeutics","Clin Pharmacol Ther[JO]"
,"Pharmacology & Pharmacy","Journal of Ethnopharmacology","J Ethnopharmacol[JO]"
,"Pharmacology & Pharmacy","Biochemical Pharmacology","Biochem Pharmacol[JO]"
,"Pharmacology & Pharmacy","British Journal of Clinical Pharmacology","Br J Clin Pharmacol[JO]"
